technique_id,x_mitre_is_subtechnique,technique,tactic,platform,data_source,data_component
T1568.002,True,Domain Generation Algorithms,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic flow
T1568.002,True,Domain Generation Algorithms,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation
T1568,False,Dynamic Resolution,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic flow
T1568,False,Dynamic Resolution,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation
T1568,False,Dynamic Resolution,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic content
T1011.001,True,Exfiltration Over Bluetooth,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation
T1011.001,True,Exfiltration Over Bluetooth,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic flow
T1011.001,True,Exfiltration Over Bluetooth,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic content
T1011.001,True,Exfiltration Over Bluetooth,['exfiltration'],"['Linux', 'macOS', 'Windows']",file,file access
T1011.001,True,Exfiltration Over Bluetooth,['exfiltration'],"['Linux', 'macOS', 'Windows']",command,command execution
T1567.002,True,Exfiltration to Cloud Storage,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic flow
T1567.002,True,Exfiltration to Cloud Storage,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic content
T1567.002,True,Exfiltration to Cloud Storage,['exfiltration'],"['Linux', 'macOS', 'Windows']",file,file access
T1567.002,True,Exfiltration to Cloud Storage,['exfiltration'],"['Linux', 'macOS', 'Windows']",command,command execution
T1567.001,True,Exfiltration to Code Repository,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic flow
T1567.001,True,Exfiltration to Code Repository,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic content
T1567.001,True,Exfiltration to Code Repository,['exfiltration'],"['Linux', 'macOS', 'Windows']",file,file access
T1567.001,True,Exfiltration to Code Repository,['exfiltration'],"['Linux', 'macOS', 'Windows']",command,command execution
T1059.006,True,Python,['execution'],"['Linux', 'Windows', 'macOS']",command,command execution
T1059.006,True,Python,['execution'],"['Linux', 'Windows', 'macOS']",process,process creation
T1059.005,True,Visual Basic,['execution'],"['Windows', 'macOS', 'Linux']",command,command execution
T1059.005,True,Visual Basic,['execution'],"['Windows', 'macOS', 'Linux']",process,process creation
T1059.005,True,Visual Basic,['execution'],"['Windows', 'macOS', 'Linux']",module,module load
T1059.005,True,Visual Basic,['execution'],"['Windows', 'macOS', 'Linux']",script,script execution
T1059.004,True,Unix Shell,['execution'],"['macOS', 'Linux']",command,command execution
T1059.004,True,Unix Shell,['execution'],"['macOS', 'Linux']",process,process creation
T1059.003,True,Windows Command Shell,['execution'],['Windows'],command,command execution
T1059.003,True,Windows Command Shell,['execution'],['Windows'],process,process creation
T1059.002,True,AppleScript,['execution'],['macOS'],command,command execution
T1059.002,True,AppleScript,['execution'],['macOS'],process,process creation
T1059.002,True,AppleScript,['execution'],['macOS'],process,os api execution
T1059.001,True,PowerShell,['execution'],['Windows'],command,command execution
T1059.001,True,PowerShell,['execution'],['Windows'],module,module load
T1059.001,True,PowerShell,['execution'],['Windows'],process,process creation
T1059.001,True,PowerShell,['execution'],['Windows'],script,script execution
T1567,False,Exfiltration Over Web Service,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic flow
T1567,False,Exfiltration Over Web Service,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic content
T1567,False,Exfiltration Over Web Service,['exfiltration'],"['Linux', 'macOS', 'Windows']",file,file access
T1567,False,Exfiltration Over Web Service,['exfiltration'],"['Linux', 'macOS', 'Windows']",command,command execution
T1497.003,True,Time Based Evasion,"['defense-evasion', 'discovery']","['Linux', 'macOS', 'Windows']",process,process creation
T1497.003,True,Time Based Evasion,"['defense-evasion', 'discovery']","['Linux', 'macOS', 'Windows']",command,command execution
T1497.003,True,Time Based Evasion,"['defense-evasion', 'discovery']","['Linux', 'macOS', 'Windows']",process,os api execution
T1497.002,True,User Activity Based Checks,"['defense-evasion', 'discovery']","['Linux', 'macOS', 'Windows']",process,process creation
T1497.002,True,User Activity Based Checks,"['defense-evasion', 'discovery']","['Linux', 'macOS', 'Windows']",command,command execution
T1497.002,True,User Activity Based Checks,"['defense-evasion', 'discovery']","['Linux', 'macOS', 'Windows']",process,os api execution
T1497.001,True,System Checks,"['defense-evasion', 'discovery']","['Linux', 'macOS', 'Windows']",process,process creation
T1497.001,True,System Checks,"['defense-evasion', 'discovery']","['Linux', 'macOS', 'Windows']",command,command execution
T1497.001,True,System Checks,"['defense-evasion', 'discovery']","['Linux', 'macOS', 'Windows']",process,os api execution
T1498.002,True,Reflection Amplification,['impact'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",sensor health,host status
T1498.002,True,Reflection Amplification,['impact'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",network traffic,network traffic flow
T1498.001,True,Direct Network Flood,['impact'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",sensor health,host status
T1498.001,True,Direct Network Flood,['impact'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",network traffic,network traffic flow
T1566.003,True,Spearphishing via Service,['initial-access'],"['Linux', 'macOS', 'Windows']",application log,application log content
T1566.003,True,Spearphishing via Service,['initial-access'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic content
T1566.003,True,Spearphishing via Service,['initial-access'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic flow
T1566.002,True,Spearphishing Link,['initial-access'],"['Linux', 'macOS', 'Windows', 'Office 365', 'SaaS', 'Google Workspace']",application log,application log content
T1566.002,True,Spearphishing Link,['initial-access'],"['Linux', 'macOS', 'Windows', 'Office 365', 'SaaS', 'Google Workspace']",network traffic,network traffic content
T1566.002,True,Spearphishing Link,['initial-access'],"['Linux', 'macOS', 'Windows', 'Office 365', 'SaaS', 'Google Workspace']",network traffic,network traffic flow
T1566.001,True,Spearphishing Attachment,['initial-access'],"['macOS', 'Windows', 'Linux']",application log,application log content
T1566.001,True,Spearphishing Attachment,['initial-access'],"['macOS', 'Windows', 'Linux']",network traffic,network traffic content
T1566.001,True,Spearphishing Attachment,['initial-access'],"['macOS', 'Windows', 'Linux']",network traffic,network traffic flow
T1566,False,Phishing,['initial-access'],"['Linux', 'macOS', 'Windows', 'SaaS', 'Office 365', 'Google Workspace']",application log,application log content
T1566,False,Phishing,['initial-access'],"['Linux', 'macOS', 'Windows', 'SaaS', 'Office 365', 'Google Workspace']",network traffic,network traffic flow
T1566,False,Phishing,['initial-access'],"['Linux', 'macOS', 'Windows', 'SaaS', 'Office 365', 'Google Workspace']",network traffic,network traffic content
T1565.003,True,Runtime Data Manipulation,['impact'],"['Linux', 'macOS', 'Windows']",process,os api execution
T1565.003,True,Runtime Data Manipulation,['impact'],"['Linux', 'macOS', 'Windows']",file,file creation
T1565.003,True,Runtime Data Manipulation,['impact'],"['Linux', 'macOS', 'Windows']",file,file deletion
T1565.003,True,Runtime Data Manipulation,['impact'],"['Linux', 'macOS', 'Windows']",file,file modification
T1565.003,True,Runtime Data Manipulation,['impact'],"['Linux', 'macOS', 'Windows']",file,file metadata
T1565.002,True,Transmitted Data Manipulation,['impact'],"['Linux', 'macOS', 'Windows']",process,os api execution
T1565.002,True,Transmitted Data Manipulation,['impact'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic content
T1565.002,True,Transmitted Data Manipulation,['impact'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic flow
T1565.001,True,Stored Data Manipulation,['impact'],"['Linux', 'macOS', 'Windows']",file,file creation
T1565.001,True,Stored Data Manipulation,['impact'],"['Linux', 'macOS', 'Windows']",file,file deletion
T1565.001,True,Stored Data Manipulation,['impact'],"['Linux', 'macOS', 'Windows']",file,file modification
T1565,False,Data Manipulation,['impact'],"['Linux', 'macOS', 'Windows']",file,file metadata
T1565,False,Data Manipulation,['impact'],"['Linux', 'macOS', 'Windows']",process,os api execution
T1565,False,Data Manipulation,['impact'],"['Linux', 'macOS', 'Windows']",file,file creation
T1565,False,Data Manipulation,['impact'],"['Linux', 'macOS', 'Windows']",file,file deletion
T1565,False,Data Manipulation,['impact'],"['Linux', 'macOS', 'Windows']",file,file modification
T1565,False,Data Manipulation,['impact'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic content
T1565,False,Data Manipulation,['impact'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic flow
T1564.001,True,Hidden Files and Directories,['defense-evasion'],"['Windows', 'macOS', 'Linux']",file,file creation
T1564.001,True,Hidden Files and Directories,['defense-evasion'],"['Windows', 'macOS', 'Linux']",process,process creation
T1564.001,True,Hidden Files and Directories,['defense-evasion'],"['Windows', 'macOS', 'Linux']",command,command execution
T1564.001,True,Hidden Files and Directories,['defense-evasion'],"['Windows', 'macOS', 'Linux']",file,file metadata
T1564,False,Hide Artifacts,['defense-evasion'],"['Linux', 'macOS', 'Windows']",file,file creation
T1564,False,Hide Artifacts,['defense-evasion'],"['Linux', 'macOS', 'Windows']",process,process creation
T1564,False,Hide Artifacts,['defense-evasion'],"['Linux', 'macOS', 'Windows']",command,command execution
T1564,False,Hide Artifacts,['defense-evasion'],"['Linux', 'macOS', 'Windows']",file,file metadata
T1564,False,Hide Artifacts,['defense-evasion'],"['Linux', 'macOS', 'Windows']",user account,user account creation
T1564,False,Hide Artifacts,['defense-evasion'],"['Linux', 'macOS', 'Windows']",user account,user account metadata
T1564,False,Hide Artifacts,['defense-evasion'],"['Linux', 'macOS', 'Windows']",file,file modification
T1564,False,Hide Artifacts,['defense-evasion'],"['Linux', 'macOS', 'Windows']",script,script execution
T1564,False,Hide Artifacts,['defense-evasion'],"['Linux', 'macOS', 'Windows']",process,os api execution
T1564,False,Hide Artifacts,['defense-evasion'],"['Linux', 'macOS', 'Windows']",windows registry,windows registry key modification
T1564,False,Hide Artifacts,['defense-evasion'],"['Linux', 'macOS', 'Windows']",firmware,firmware modification
T1564,False,Hide Artifacts,['defense-evasion'],"['Linux', 'macOS', 'Windows']",process,process creation
T1564,False,Hide Artifacts,['defense-evasion'],"['Linux', 'macOS', 'Windows']",file,file creation
T1564,False,Hide Artifacts,['defense-evasion'],"['Linux', 'macOS', 'Windows']",service,service creation
T1564,False,Hide Artifacts,['defense-evasion'],"['Linux', 'macOS', 'Windows']",file,file content
T1563.002,True,RDP Hijacking,['lateral-movement'],['Windows'],network traffic,network traffic flow
T1563.002,True,RDP Hijacking,['lateral-movement'],['Windows'],network traffic,network traffic content
T1563.002,True,RDP Hijacking,['lateral-movement'],['Windows'],logon session,logon session creation
T1563.002,True,RDP Hijacking,['lateral-movement'],['Windows'],command,command execution
T1563.002,True,RDP Hijacking,['lateral-movement'],['Windows'],process,process creation
T1563.001,True,SSH Hijacking,['lateral-movement'],"['Linux', 'macOS']",network traffic,network traffic flow
T1563.001,True,SSH Hijacking,['lateral-movement'],"['Linux', 'macOS']",network traffic,network traffic content
T1563.001,True,SSH Hijacking,['lateral-movement'],"['Linux', 'macOS']",logon session,logon session creation
T1563.001,True,SSH Hijacking,['lateral-movement'],"['Linux', 'macOS']",command,command execution
T1563.001,True,SSH Hijacking,['lateral-movement'],"['Linux', 'macOS']",process,process creation
T1563,False,Remote Service Session Hijacking,['lateral-movement'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic flow
T1563,False,Remote Service Session Hijacking,['lateral-movement'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic content
T1563,False,Remote Service Session Hijacking,['lateral-movement'],"['Linux', 'macOS', 'Windows']",logon session,logon session creation
T1563,False,Remote Service Session Hijacking,['lateral-movement'],"['Linux', 'macOS', 'Windows']",command,command execution
T1563,False,Remote Service Session Hijacking,['lateral-movement'],"['Linux', 'macOS', 'Windows']",process,process creation
T1518.001,True,Security Software Discovery,['discovery'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",firewall,firewall metadata
T1518.001,True,Security Software Discovery,['discovery'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",firewall,firewall enumeration
T1518.001,True,Security Software Discovery,['discovery'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",process,process creation
T1518.001,True,Security Software Discovery,['discovery'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",command,command execution
T1518.001,True,Security Software Discovery,['discovery'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",process,os api execution
T1069.003,True,Cloud Groups,['discovery'],"['Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Google Workspace']",process,process creation
T1069.003,True,Cloud Groups,['discovery'],"['Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Google Workspace']",command,command execution
T1069.003,True,Cloud Groups,['discovery'],"['Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Google Workspace']",group,group enumeration
T1069.003,True,Cloud Groups,['discovery'],"['Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Google Workspace']",group,group metadata
T1069.003,True,Cloud Groups,['discovery'],"['Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Google Workspace']",application log,application log content
T1069.002,True,Domain Groups,['discovery'],"['Linux', 'macOS', 'Windows']",process,process creation
T1069.002,True,Domain Groups,['discovery'],"['Linux', 'macOS', 'Windows']",command,command execution
T1087.004,True,Cloud Account,['discovery'],"['Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Google Workspace']",user account,user account metadata
T1087.004,True,Cloud Account,['discovery'],"['Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Google Workspace']",command,command execution
T1087.003,True,Email Account,['discovery'],"['Windows', 'Office 365', 'Google Workspace']",user account,user account metadata
T1087.003,True,Email Account,['discovery'],"['Windows', 'Office 365', 'Google Workspace']",command,command execution
T1087.002,True,Domain Account,['discovery'],"['Linux', 'macOS', 'Windows']",process,process creation
T1087.002,True,Domain Account,['discovery'],"['Linux', 'macOS', 'Windows']",command,command execution
T1087.001,True,Local Account,['discovery'],"['Linux', 'macOS', 'Windows']",process,process creation
T1087.001,True,Local Account,['discovery'],"['Linux', 'macOS', 'Windows']",command,command execution
T1087.001,True,Local Account,['discovery'],"['Linux', 'macOS', 'Windows']",file,file access
T1553.004,True,Install Root Certificate,['defense-evasion'],"['Linux', 'macOS', 'Windows']",windows registry,windows registry key creation
T1553.004,True,Install Root Certificate,['defense-evasion'],"['Linux', 'macOS', 'Windows']",windows registry,windows registry key modification
T1553.004,True,Install Root Certificate,['defense-evasion'],"['Linux', 'macOS', 'Windows']",process,process creation
T1553.004,True,Install Root Certificate,['defense-evasion'],"['Linux', 'macOS', 'Windows']",command,command execution
T1562.004,True,Disable or Modify System Firewall,['defense-evasion'],"['Linux', 'macOS', 'Windows']",command,command execution
T1562.004,True,Disable or Modify System Firewall,['defense-evasion'],"['Linux', 'macOS', 'Windows']",windows registry,windows registry key modification
T1562.004,True,Disable or Modify System Firewall,['defense-evasion'],"['Linux', 'macOS', 'Windows']",firewall,firewall disable
T1562.004,True,Disable or Modify System Firewall,['defense-evasion'],"['Linux', 'macOS', 'Windows']",firewall,firewall rule modification
T1562.003,True,Impair Command History Logging,['defense-evasion'],"['Linux', 'macOS', 'Windows']",sensor health,host status
T1562.003,True,Impair Command History Logging,['defense-evasion'],"['Linux', 'macOS', 'Windows']",command,command execution
T1562.002,True,Disable Windows Event Logging,['defense-evasion'],['Windows'],sensor health,host status
T1562.002,True,Disable Windows Event Logging,['defense-evasion'],['Windows'],command,command execution
T1562.001,True,Disable or Modify Tools,['defense-evasion'],"['Windows', 'macOS', 'Linux', 'Containers', 'IaaS']",process,process termination
T1562.001,True,Disable or Modify Tools,['defense-evasion'],"['Windows', 'macOS', 'Linux', 'Containers', 'IaaS']",windows registry,windows registry key modification
T1562.001,True,Disable or Modify Tools,['defense-evasion'],"['Windows', 'macOS', 'Linux', 'Containers', 'IaaS']",windows registry,windows registry key deletion
T1562.001,True,Disable or Modify Tools,['defense-evasion'],"['Windows', 'macOS', 'Linux', 'Containers', 'IaaS']",command,command execution
T1562.001,True,Disable or Modify Tools,['defense-evasion'],"['Windows', 'macOS', 'Linux', 'Containers', 'IaaS']",service,service metadata
T1562.001,True,Disable or Modify Tools,['defense-evasion'],"['Windows', 'macOS', 'Linux', 'Containers', 'IaaS']",sensor health,host status
T1562,False,Impair Defenses,['defense-evasion'],"['Windows', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Containers']",process,process termination
T1562,False,Impair Defenses,['defense-evasion'],"['Windows', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Containers']",windows registry,windows registry key modification
T1562,False,Impair Defenses,['defense-evasion'],"['Windows', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Containers']",windows registry,windows registry key deletion
T1562,False,Impair Defenses,['defense-evasion'],"['Windows', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Containers']",command,command execution
T1562,False,Impair Defenses,['defense-evasion'],"['Windows', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Containers']",service,service metadata
T1562,False,Impair Defenses,['defense-evasion'],"['Windows', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Containers']",sensor health,host status
T1562,False,Impair Defenses,['defense-evasion'],"['Windows', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Containers']",script,script execution
T1562,False,Impair Defenses,['defense-evasion'],"['Windows', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Containers']",firewall,firewall disable
T1562,False,Impair Defenses,['defense-evasion'],"['Windows', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Containers']",firewall,firewall rule modification
T1562,False,Impair Defenses,['defense-evasion'],"['Windows', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Containers']",cloud service,cloud service modification
T1562,False,Impair Defenses,['defense-evasion'],"['Windows', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Containers']",cloud service,cloud service disable
T1003.004,True,LSA Secrets,['credential-access'],['Windows'],windows registry,windows registry key access
T1003.004,True,LSA Secrets,['credential-access'],['Windows'],command,command execution
T1003.005,True,Cached Domain Credentials,['credential-access'],['Windows'],command,command execution
T1561.002,True,Disk Structure Wipe,['impact'],"['Linux', 'macOS', 'Windows']",process,process creation
T1561.002,True,Disk Structure Wipe,['impact'],"['Linux', 'macOS', 'Windows']",command,command execution
T1561.002,True,Disk Structure Wipe,['impact'],"['Linux', 'macOS', 'Windows']",driver,driver load
T1561.002,True,Disk Structure Wipe,['impact'],"['Linux', 'macOS', 'Windows']",drive,drive access
T1561.002,True,Disk Structure Wipe,['impact'],"['Linux', 'macOS', 'Windows']",drive,drive modification
T1561.001,True,Disk Content Wipe,['impact'],"['Linux', 'macOS', 'Windows']",process,process creation
T1561.001,True,Disk Content Wipe,['impact'],"['Linux', 'macOS', 'Windows']",command,command execution
T1561.001,True,Disk Content Wipe,['impact'],"['Linux', 'macOS', 'Windows']",driver,driver load
T1561.001,True,Disk Content Wipe,['impact'],"['Linux', 'macOS', 'Windows']",drive,drive access
T1561.001,True,Disk Content Wipe,['impact'],"['Linux', 'macOS', 'Windows']",drive,drive modification
T1561,False,Disk Wipe,['impact'],"['Linux', 'macOS', 'Windows']",process,process creation
T1561,False,Disk Wipe,['impact'],"['Linux', 'macOS', 'Windows']",command,command execution
T1561,False,Disk Wipe,['impact'],"['Linux', 'macOS', 'Windows']",driver,driver load
T1561,False,Disk Wipe,['impact'],"['Linux', 'macOS', 'Windows']",drive,drive access
T1561,False,Disk Wipe,['impact'],"['Linux', 'macOS', 'Windows']",drive,drive modification
T1560.003,True,Archive via Custom Method,['collection'],"['Linux', 'macOS', 'Windows']",file,file creation
T1560.003,True,Archive via Custom Method,['collection'],"['Linux', 'macOS', 'Windows']",script,script execution
T1560.002,True,Archive via Library,['collection'],"['Linux', 'macOS', 'Windows']",file,file creation
T1560.002,True,Archive via Library,['collection'],"['Linux', 'macOS', 'Windows']",script,script execution
T1560.001,True,Archive via Utility,['collection'],"['Linux', 'macOS', 'Windows']",process,process creation
T1560.001,True,Archive via Utility,['collection'],"['Linux', 'macOS', 'Windows']",command,command execution
T1560.001,True,Archive via Utility,['collection'],"['Linux', 'macOS', 'Windows']",file,file creation
T1560,False,Archive Collected Data,['collection'],"['Linux', 'macOS', 'Windows']",process,process creation
T1560,False,Archive Collected Data,['collection'],"['Linux', 'macOS', 'Windows']",command,command execution
T1560,False,Archive Collected Data,['collection'],"['Linux', 'macOS', 'Windows']",file,file creation
T1560,False,Archive Collected Data,['collection'],"['Linux', 'macOS', 'Windows']",script,script execution
T1499.004,True,Application or System Exploitation,['impact'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",sensor health,host status
T1499.004,True,Application or System Exploitation,['impact'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",application log,application log content
T1499.004,True,Application or System Exploitation,['impact'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",network traffic,network traffic content
T1499.004,True,Application or System Exploitation,['impact'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",network traffic,network traffic flow
T1499.003,True,Application Exhaustion Flood,['impact'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",sensor health,host status
T1499.003,True,Application Exhaustion Flood,['impact'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",application log,application log content
T1499.003,True,Application Exhaustion Flood,['impact'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",network traffic,network traffic content
T1499.003,True,Application Exhaustion Flood,['impact'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",network traffic,network traffic flow
T1499.002,True,Service Exhaustion Flood,['impact'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",sensor health,host status
T1499.002,True,Service Exhaustion Flood,['impact'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",application log,application log content
T1499.002,True,Service Exhaustion Flood,['impact'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",network traffic,network traffic content
T1499.002,True,Service Exhaustion Flood,['impact'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",network traffic,network traffic flow
T1499.001,True,OS Exhaustion Flood,['impact'],"['Linux', 'macOS', 'Windows']",sensor health,host status
T1499.001,True,OS Exhaustion Flood,['impact'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic content
T1499.001,True,OS Exhaustion Flood,['impact'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic flow
T1491.002,True,External Defacement,['impact'],"['Windows', 'IaaS', 'Linux', 'macOS']",file,file modification
T1491.002,True,External Defacement,['impact'],"['Windows', 'IaaS', 'Linux', 'macOS']",file,file creation
T1491.002,True,External Defacement,['impact'],"['Windows', 'IaaS', 'Linux', 'macOS']",application log,application log content
T1491.002,True,External Defacement,['impact'],"['Windows', 'IaaS', 'Linux', 'macOS']",network traffic,network traffic content
T1491.001,True,Internal Defacement,['impact'],"['Linux', 'macOS', 'Windows']",file,file modification
T1491.001,True,Internal Defacement,['impact'],"['Linux', 'macOS', 'Windows']",file,file creation
T1491.001,True,Internal Defacement,['impact'],"['Linux', 'macOS', 'Windows']",application log,application log content
T1491.001,True,Internal Defacement,['impact'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic content
T1114.003,True,Email Forwarding Rule,['collection'],"['Office 365', 'Windows', 'Google Workspace']",application log,application log content
T1114.002,True,Remote Email Collection,['collection'],"['Office 365', 'Windows', 'Google Workspace']",network traffic,network connection creation
T1114.002,True,Remote Email Collection,['collection'],"['Office 365', 'Windows', 'Google Workspace']",logon session,logon session creation
T1114.002,True,Remote Email Collection,['collection'],"['Office 365', 'Windows', 'Google Workspace']",command,command execution
T1114.001,True,Local Email Collection,['collection'],['Windows'],file,file access
T1114.001,True,Local Email Collection,['collection'],['Windows'],command,command execution
T1134.005,True,SID-History Injection,"['defense-evasion', 'privilege-escalation']",['Windows'],process,os api execution
T1134.005,True,SID-History Injection,"['defense-evasion', 'privilege-escalation']",['Windows'],user account,user account metadata
T1134.005,True,SID-History Injection,"['defense-evasion', 'privilege-escalation']",['Windows'],active directory,active directory object modification
T1134.004,True,Parent PID Spoofing,"['defense-evasion', 'privilege-escalation']",['Windows'],process,os api execution
T1134.004,True,Parent PID Spoofing,"['defense-evasion', 'privilege-escalation']",['Windows'],process,process creation
T1134.004,True,Parent PID Spoofing,"['defense-evasion', 'privilege-escalation']",['Windows'],process,process metadata
T1134.003,True,Make and Impersonate Token,"['defense-evasion', 'privilege-escalation']",['Windows'],process,os api execution
T1134.003,True,Make and Impersonate Token,"['defense-evasion', 'privilege-escalation']",['Windows'],command,command execution
T1134.002,True,Create Process with Token,"['defense-evasion', 'privilege-escalation']",['Windows'],process,os api execution
T1134.002,True,Create Process with Token,"['defense-evasion', 'privilege-escalation']",['Windows'],command,command execution
T1134.001,True,Token Impersonation/Theft,"['defense-evasion', 'privilege-escalation']",['Windows'],process,os api execution
T1134.001,True,Token Impersonation/Theft,"['defense-evasion', 'privilege-escalation']",['Windows'],command,command execution
T1213.002,True,Sharepoint,['collection'],"['Windows', 'Office 365']",logon session,logon session creation
T1213.002,True,Sharepoint,['collection'],"['Windows', 'Office 365']",application log,application log content
T1213.001,True,Confluence,['collection'],['SaaS'],logon session,logon session creation
T1213.001,True,Confluence,['collection'],['SaaS'],application log,application log content
T1555.003,True,Credentials from Web Browsers,['credential-access'],"['Linux', 'macOS', 'Windows']",file,file access
T1555.003,True,Credentials from Web Browsers,['credential-access'],"['Linux', 'macOS', 'Windows']",command,command execution
T1555.003,True,Credentials from Web Browsers,['credential-access'],"['Linux', 'macOS', 'Windows']",process,os api execution
T1555.003,True,Credentials from Web Browsers,['credential-access'],"['Linux', 'macOS', 'Windows']",process,process access
T1555.002,True,Securityd Memory,['credential-access'],"['Linux', 'macOS']",command,command execution
T1555.002,True,Securityd Memory,['credential-access'],"['Linux', 'macOS']",process,process access
T1555.001,True,Keychain,['credential-access'],['macOS'],command,command execution
T1555.001,True,Keychain,['credential-access'],['macOS'],process,os api execution
T1555.001,True,Keychain,['credential-access'],['macOS'],file,file access
T1559.002,True,Dynamic Data Exchange,['execution'],['Windows'],module,module load
T1559.002,True,Dynamic Data Exchange,['execution'],['Windows'],process,process creation
T1559.002,True,Dynamic Data Exchange,['execution'],['Windows'],script,script execution
T1559.001,True,Component Object Model,['execution'],['Windows'],module,module load
T1559.001,True,Component Object Model,['execution'],['Windows'],process,process creation
T1559.001,True,Component Object Model,['execution'],['Windows'],script,script execution
T1559,False,Inter-Process Communication,['execution'],['Windows'],module,module load
T1559,False,Inter-Process Communication,['execution'],['Windows'],process,process creation
